Column1,Column2,Column3
PI ,Common Name (from GRIN),
PI441377,Kedele Genjah,
PI259538,Kedelee No. 16,
PI259539,Kedelee No. 29,
PI133226,Kedelee No. 367,
PI417501,Kedellee Stb 26,
PI538403,Kegon,
PI417019,Kei mame,
PI153279,Kei-Jan Black,
PI470221,Kei-Yu 8,
PI506877,Keihan Daizu,
PI417018,Keikidou suigen,
PI87588,Keimeita,
PI319535A,Keisanboku,
PI506878,Keitou Daizu,
PI548583,Keller,
PI593948,Ken 83-2921,
PI593949A,Ken 83-2922,
PI593950A,Ken 84-4009,
PI593946,Ken feng No. 3,
PI592923,Ken nong No. 2,
PI592924,Ken nong No. 4,
PI593944,Ken nong No. 7,
PI548586,Kent,
PI537094,Kenwood,
PI597485,Keomjeongkong 1,
PI548985,Kershaw,
PI153252,Kesteley,
PI290129A,Keszthelyi Aproszemu Sarga,
PI594016,Keun daedu,
PI594021,Keunolkong,
PI597483,Keunolkong,
PI562562,KF1,
PI562565,KF13,
PI562566,KF18,
PI562567,KF19,
PI562568,KF24,
PI562563,KF6,
PI562564,KF7,
PI556751,KG20,
PI556749,KG30,
PI556785,KG60,
PI445681,Khaile Bhata,
PI597394,Kharkovskaya Zernokormovaya,
PI417022,Ki mame,
PI165672,Kiangning Late,
PI476350A,Kievskaja 48,
PI567216A,Kievskaja 91,
PI597391A,Kievskaya 27,
PI86006,Kiio Shokuzu,
PI506879,Kiiro,
PI94159,Kiizaya,
PI88499,Kiizu,
PI417021,Kikuchi 1,
PI506880,Kikuchi Nou 13,
PI200486,Kikuchi Nou No. 1,
PI548587,Kim,
PI417023,Kimusume,
PI506881,Kimusume,
PI187152,Kimusume Ibaroki No. 1,
PI229333,Kimusume No. 77,
PI205086,Kimusume-Sai-I-go,
PI417024,Kin,
PI423933,Kin,
PI417028,Kin daizu,
PI157440,Kin du,
PI417040A,Kin ou 1,
PI417025,Kinai kuro sengoku 2,
PI417026,Kinai tokushima 2,
PI506883,Kinako daizu,
PI506884,Kinako Mame,
PI506885,Kinako Mame,
PI506886,Kinako Mame (Zairai),
PI417027,Kinbee,
PI506887,Kinbee,
PI87631-1,Kindaizu,
PI85014,Kindaizu,
PI87631,Kindaizu,
PI372416A,Kineska,
PI88352,Kingen,
PI417029,Kingen,
PI417030,Kingen 1,
PI227324,Kingen No. 1,
PI227325,Kingen No. 2,
PI548358,Kingston,
PI548359,Kingwa,
PI417031,Kinkazan,
PI506888,Kinkazan,
PI417032,Kinmon daizu,
PI506889,Kinmon Daizu,
PI506890,Kinnari 1,
PI229334,Kinnari No. 1,
PI417033A,Kinnari zairai,
PI567791,Kino,
PI200487,Kinoshita,
PI417039,Kinoshita (Yamagata),
PI506891,Kinoshita 3,
PI417034,Kinoshita 4,
PI417035,Kinoshita 5,
PI417036,Kinoshita 8,
PI417037,Kinoshita 8,
PI229335,Kinoshita mame,
PI417038,Kinoshita Mame,
PI506892,Kinoshita mame,
PI506893,Kinoshita mame,
PI506894,Kinoshita mame,
PI246366,Kinsei No. 1,
PI549065,Kinshu,
PI594196,Kinshu,
PI417041,Kinshuu ao shouryuu,
PI229336,Kinusume,
PI548665,Kirby,
PI445811,Kirches Stamm 2002,
PI238924,Kirches Stamm 2008,
PI445812,Kirches Stamm 2008,
PI445813,Kirches Stamm 2009,
PI445814,Kirches Stamm 2026,
PI445815,Kirches Stamm 2027,
PI445810A,Kirches Stamm 66,
FC31571,Kirin,
PI200488,Kiro Aki Daizu,
PI437540,Kirovogradscaja 6,
PI424202,Kirovogradska,
PI507685A,Kirovogradskaja 5,
PI347545,Kirovogradskaya 4,
PI597393,Kirovogradskaya 5,
PI82302,Kiru Gunte,
PI171450,Kisaya,
PI417042,Kisaya (1),
PI378670A,Kisinevskaja 1,
PI567225,Kisinevskaja 90,
PI507686A,Kisinjevskaja 19,
PI438449,Kiszelnicka,
PI360959,Kita musume,
PI417043,Kitahama 1,
PI417044,Kitahama wase,
PI506895,Kitahomare,
PI506896,Kitajiro,
PI506897,Kitajiro 54,
PI594198,Kitakomachi,
PI358313,Kitami,
PI592905,Kitami nagaha,
PI417045,Kitami nagaha (Shirome),
PI594200,Kitami shiro,
PI532469,Kitamidori,
PI196154,Kitaminagaha,
PI317334A,Kitamishiro,
PI506900,Kitamusume,
PI506901,Kitamusume,
PI549066,Kitanosuzu,
PI506902,Kitatominaga,
PI417046,Kitsunesaya,
PI82312,Kitu Gunte,
PI200490,Kiwami,
PI221973,Kiyosato,
PI208784,Kiyozi,
PI506903,Kizukuri zairai,
PI153313,Kleverhof,
PI445816A,Kleverhof 527,
PI153244,Kleverhof 527,
PI438409,Kleverhof 527,
PI398865,KLS 101-1,
PI398866,KLS 101-2,
PI398867,KLS 104-1,
PI398868,KLS 104-2,
PI398869,KLS 108-1,
PI398870,KLS 109-1,
PI398871,KLS 109-2,
PI398872,KLS 111,
PI398873,KLS 112-1,
PI398874,KLS 116-1,
PI398875,KLS 117,
PI398876,KLS 119-1,
PI398877,KLS 121,
PI398878,KLS 121,
PI398879,KLS 123-1,
PI398880,KLS 125-1,
PI398881,KLS 126-1,
PI398882,KLS 127,
PI398883,KLS 129,
PI398884,KLS 130,
PI398885,KLS 132-1,
PI398886,KLS 134-1,
PI398887,KLS 135-1,
PI398888,KLS 137-1,
PI398889,KLS 201-1,
PI398890,KLS 202,
PI398891,KLS 203,
PI398892,KLS 205-1,
PI398893,KLS 206,
PI398894,KLS 208,
PI398895,KLS 209,
PI398896,KLS 209,
PI398897,KLS 210-1,
PI398898,KLS 211,
PI398899,KLS 212-1,
PI398900,KLS 213,
PI398901,KLS 214-1,
PI398902,KLS 215,
PI398903,KLS 215,
PI398904,KLS 216-1,
PI398905,KLS 217,
PI398906,KLS 217,
PI398907,KLS 218-1,
PI398908,KLS 219,
PI398909,KLS 219,
PI398910,KLS 220,
PI398911,KLS 223,
PI398912,KLS 223,
PI398913,KLS 223,
PI398914,KLS 301-1,
PI398915,KLS 302-1,
PI398916,KLS 302-1,
PI398917,KLS 303-1,
PI398918,KLS 304,
PI398919,KLS 401,
PI398920,KLS 402-1,
PI398921,KLS 404,
PI398922,KLS 405-1,
PI398923,KLS 406,
PI398924,KLS 408,
PI398925,KLS 410,
PI398926,KLS 411-1,
PI398927,KLS 415-1,
PI398928,KLS 416-1,
PI398929,KLS 417-1,
PI398930,KLS 418,
PI398931,KLS 418,
PI398932,KLS 501,
PI398933,KLS 502,
PI398934,KLS 502,
PI398935,KLS 505-1,
PI398936,KLS 507,
PI398937,KLS 508,
PI398938,KLS 508,
PI398939,KLS 510,
PI398940,KLS 602-1,
PI398941,KLS 602-1,
PI398942,KLS 602-1,
PI398943,KLS 603-1,
PI398944,KLS 605-1,
PI398945,KLS 607-1,
PI398946,KLS 607-3,
PI398947,KLS 608-1,
PI398948,KLS 609,
PI398949,KLS 611,
PI398950,KLS 612,
PI398951,KLS 614-1,
PI398952,KLS 615,
PI398953,KLS 616-1,
PI398954,KLS 618-1,
PI398955,KLS 618-1,
PI398956,KLS 618-3,
PI398957,KLS 619-1,
PI398958,KLS 621-1,
PI398959,KLS 622,
PI398960,KLS 623,
PI398961,KLS 624-1,
PI398962,KLS 625,
PI398963,KLS 627-1,
PI398964,KLS 627-1,
PI398965,KLS 628-1,
PI398966,KLS 628-1,
PI398967,KLS 628-1,
PI398968,KLS 629-1,
PI398969,KLS 629-1,
PI398970,KLS 630-1,
PI398971,KLS 631-1,
PI398972,KLS 631-1,
PI398973,KLS 632-1,
PI398974,KLS 632-1,
PI398975,KLS 701-1,
PI398976,KLS 701-1,
PI398977,KLS 702-1,
PI398978,KLS 704-1,
PI398979,KLS 707,
PI398980,KLS 708-1,
PI398981,KLS 709,
PI398982,KLS 710,
PI398983,KLS 711-1,
PI398984,KLS 712,
PI398985,KLS 714-1,
PI398986,KLS 715-1,
PI398987,KLS 716-1,
PI398988,KLS 717-1,
PI398989,KLS 719,
PI398990,KLS 719,
PI398991,KLS 720-1,
PI398992,KLS 721-1,
PI398993,KLS 723-1,
PI398994,KLS 724-1,
PI398995,KLS 725-1,
PI398996,KLS 726-1,
PI398997,KLS 726-1,
PI398998,KLS 728,
PI398999,KLS 728,
PI399000,KLS 729-1,
PI399001,KLS 729-1,
PI399002,KLS 732-1,
PI399003,KLS 732-2,
PI399004,KLS 733-1,
PI399005,KLS 734,
PI399006,KLS 735-1,
PI399007,KLS 737,
PI399008,KLS 738-1,
PI399009,KLS 739-1,
PI399010,KLS 740,
PI399011,KLS 741,
PI399012,KLS 743-1,
PI399013,KLS 744,
PI399014,KLS 801-1,
PI399015,KLS 802-1,
PI399016,KLS 803-1,
PI399017,KLS 803-1,
PI399018,KLS 804-1,
PI399019,KLS 804-1,
PI399020,KLS 805-1,
PI399021,KLS 805-1,
PI399022,KLS 806-1,
PI399023,KLS 806-1,
PI399024,KLS 807,
PI399025,KLS 808-1,
PI399026,KLS 809-1,
PI399027,KLS 810-1,
PI399028,KLS 811,
PI399029,KLS 813-1,
PI399030,KLS 813-3,
PI399031,KLS 814,
PI399032,KLS 817-1,
PI399033,KLS 819-1,
PI399034,KLS 820-1,
PI399035,KLS 822-1,
PI399036,KLS 822-1,
PI399037,KLS 823-1,
PI399038,KLS 824-1,
PI399039,KLS 824-1,
PI399040,KLS 826,
PI567281A,KLS 88083,
PI567281B,KLS 88083,
PI399041,KLS 901-1,
PI399042,KLS 902-1,
PI399043,KLS 903,
PI399044,KLS 904-1,
PI399045,KLS 906,
PI639603,KM 106,
PI639587,KM 6394,
PI639607,KM 6405,
PI639611,KM 6408,
PI639616,KM 6409,
PI639620,KM 6410,
PI639601A,KM 96,
PI639601B,KM 96,
PI506904,Ko Daizu,
PI417049,Ko ginjiro,
PI417051,Ko hachigatsu,
PI506905,Ko Hachigatsu 14,
PI506906,Ko hachigatsu 14,
PI219785,Ko No. 103,
PI506907,Kobamaki Zairai (Y),
PI417047,Koban Mame (Zairai),
PI417048,Kobinkatagi,
PI200491,Kochi Aki Daizu,
PI506908,Kodane,
PI417050,Kogane daizu,
PI317335,Koganejiro,
PI567151,Kogeki,
PI86982,Kogendokon,
PI506910,Koguro Daizu,
PI506911,Kohachigatsu 14,
PI417052,Kohamashu (Murasaki Bana),
PI417053,Kohamashu (Shiro Bana),
PI261474,Kohoju,
PI85019,Kohouju,
PI506912,Koibuchimura zairai,
PI417054,Kojiro,
PI91729,Kokaitu,
PI506913,Kokasa zairai,
PI417055,Kokei 2,
PI417056,Kokeshi jiro,
PI506914,Kokubu 7,
PI227326,Kokuiku No. 44,
PI87571,Kokukaku,
PI86045,Kokuonshokuzu,
PI227327,Kokuso,
PI88458,Kokuzu,
PI404159,Kolhida 4,
PI379559A,Komagi dadacha,
PI506915,Komamaki zairai (Kuro),
PI417057,Komame,
PI506916,Komame,
PI200492,Komata,
PI384468,Komsomolka,
PI87600-1,Komujonkon,
PI90208,Komujonkon,
PI417058,Komuta,
PI82308,Kon Chonte,
PI82286,Kon chote,
PI82296,Kon Kongenoto,
PI82291,Kon Sui Yen,
PI153314,Kong Fou Tseu,
PI83946,Kongo Shoryu,
PI506917,Kongou,
PI506918,Kongou shouryou,
PI506919,Kongou tairyuu,
PI88495,Koniku No. 66,
PI200593,Konistra,
PI232993,Kono No. 207,
PI232992,Kono-Kuradaizu,
PI417059,Konpo daizu,
PI417060,Konpokei 1,
PI86102,Konshurei No. 234,
PI92469,Konyeccur Dpyear,
PI92470,Konyeccur Dpyear,
PI269518A,Koolat,
PI506920,Koran 1,
PI548360,Korean,
PI639560A,KOREISKAYA MESTNAYA,
PI361080,Kormovaia 15,
PI417061,Kosa Mame,
PI506921,Kosa Mame,
PI506922,Kosa Shirazu,
PI208785,Kosa-Mame,
PI506923,Kosaka zairai (Katsubeso),
PI506924,Kosaka zairai (Kurobeso),
PI171451,Kosamame,
PI417062,Koshika daizu,
PI85897,Koshoku Akidaizu,
PI90243,Koshu,
PI84921,Koshurei,
PI86445,Koshurei Hakubi,
PI86031,Koshurei Marugata Daizu,
PI86452,Koshurei No. 35,
PI506925,Kosodefuri,
FC30687,Kosodiguri Extra Early,
PI561387,Kosuzu,
PI594208,Kosuzu,
PI506926,Kotakeshu,
PI227219,Kotane,
PI417063,Kotane,
PI417064,Kotou,
PI612594,Kottman,
PI417065,Kou 103,
PI506929,Kou 235,
PI506930,Kou 262,
PI417066,Kou 309,
PI506927,Kou 4,
PI506928,Kou 66,
PI417067,Kou andaa,
PI417070,Kou kei 64,
PI417071,Kou kei 74,
PI417072,Kou kei 95,
PI297528,Kou tchen do,
PI189903,Kouban 0375,
PI506931,Kouhai,
PI417068,Kouhai 2,
PI506932,Kouiku 1,
PI506933,Kouiku 1,
PI417069,Kouji irazu,
PI506934,Kouji irazu,
PI506935,Kouji irazu,
PI506936,Kouji irazu 4,
PI506937,Kouji shirazu,
PI506939,Koukei 202,
PI506938,Koukei 86,
PI417073,Kounou 1,
PI417074,Kounou 2,
PI506940,Kounou 2,
PI417075,Kounou 390,
PI506941,Koushoku daizu,
PI417076,Koushurei 224,
PI506942,Koushurei 235,
PI417077,Koushurei 273,
PI417078,Koushurei 555,
PI506943,Koushurei 555,
PI417079,Koushurei hakubi,
PI506944,Koushuu,
PI417080,Kousuu zairai,
PI506945,Koutoku,
PI417081,Kouyou daizu (Korea),
PI92464,Kpynyrs No. 9/3 Ceb.,
PI248400,Kragujevac No. 4,
PI507687A,Krapinka,
PI437343,Krasnoarmejscaja,
PI404166,Krasnoarmejskaja,
PI404167,Krasnoarmejskaja,
PI597403A,Krasnodar 391-89,
PI597404,Krasnodar 568-89,
PI437160,Krasnodarscaja 13,
PI437161,Krasnodarscaja 16,
PI437162,Krasnodarscaja 585,
PI437163,Krasnodarscaja 944,
PI522187,Krasnogradskaja 1,
PI404191,Krest'ianskaja,
PI441352,Kretek,
PI248401,Krizeveacka No. 3,
PI438369A,Kromerizka zluta,
PI654827,Krongbak (P_Flower),
PI654826A,Krongbak (W-flower),
PI654826B,Krongbak (W-flower),
PI142491,Kroochul,
PI417557,Krusolia,
PI504486,KS 469 (N),
PI586980,KS3494,
PI559933,KS4390,
PI586981,KS4694,
PI671853_MAP,KS4895,
PI595081,KS4895,
PI602950,KS4997,
PI559934,KS5292,
PI507688,KSHI 711,
PI639550A,KSHI 713,
PI639551,KSHI 716,
PI639621,KT 156,
PI578355,KT-156/912,
PI603328,Kuai dou,
PI587893,Kuan ban dou,
PI297529,Kuban,
PI417515,Kubanska 276,
PI361081,Kubanskaia 4958,
PI512323,Kubanskaja 19,
PI384469A,Kubanskaja 33,
PI417572A,Kubanskaja 33,
PI290130,Kubanszkaja 276,
PI437669,Kucitsu yen,
PI423964,Kudao Zairai,
PI430736,Kudu,
PI608033,Kuell,
PI417082,Kugatsu mame,
PI603323,Kui wu dou a,
PI297531,Kujbisevskaja,
PI86908,Kujongumurukon,
PI219698,Kulat,
PI222397,Kulat,
PI157444,Kum kang dae ryu,
PI157443,Kum kang No. 6,
PI157442,Kum-kang No. 1,
PI157441,Kum-kang No. 2,
PI157445,Kum-kang-so-ryu,
PI157446,Kum-san,
PI417083,Kuma,
PI506946,Kuma Daizu,
PI200493,Kuma Zairai,
PI423965,Kumadaizu,
PI417084A,Kumaji 1,
PI417085,Kumaji 1,
PI423966,Kumaji 2,
PI506947,Kumaji 2,
PI200494,Kumazi No. 1,
PI274209,Kumdu,
PI227160,Kumgang,
PI508296A,Kumjong kong or Maeju kong,
PI274210,Kumkang dailip,
PI274211,Kumkang solip,
PI427106,Kung chiao 6602-3,
PI427107A,Kung chiao 6612-4,
PI88353,Kung-Chuling Station No. 235,
PI88357,Kung-Chuling Station No. 305,
PI88479,Kungchuling Improved No. 77,
PI542044,Kunitz,
PI417088,Kur churyuu,
PI548361,Kura,
PI243535,Kura-kake,
PI506948,Kurakake,
PI81037,Kurakake Daizu,
PI81042,Kurakake daizu,
PI506949,Kurakake Daizu,
PI417086A,Kurashina ban daizu,
PI506950,Kurashina Bansei Daizu,
PI506951,Kuratate mame,
PI361082,Kuriadaizu,
PI219732,Kurne,
PI417087,Kuro,
PI506952,Kuro Chouhin 1,
PI506961,Kuro chouhin 10,
PI506962,Kuro Chouhin 11,
PI506963,Kuro Chouhin 12,
PI506964,Kuro Chouhin 13,
PI506965,Kuro Chouhin 14,
PI506966,Kuro Chouhin 15,
PI506967,Kuro Chouhin 17,
PI506968,Kuro Chouhin 18,
PI506969,Kuro Chouhin 19,
PI506953,Kuro Chouhin 2,
PI506970,Kuro Chouhin 20,
PI506971,Kuro Chouhin 21,
PI506972,Kuro Chouhin 22,
PI506973,Kuro chouhin 23A,
PI506974,Kuro Chouhin 23B,
PI506975,Kuro Chouhin 24,
PI506976,Kuro Chouhin 25,
PI506977,Kuro Chouhin 27,
PI506978,Kuro Chouhin 28,
PI506979,Kuro Chouhin 29(G),
PI506980,Kuro Chouhin 29(Y),
PI506954,Kuro chouhin 3,
PI506981,Kuro Chouhin 30,
PI506982,Kuro chouhin 31,
PI506983,Kuro chouhin 32,
PI506984,Kuro Chouhin 33,
PI506985,Kuro Chouhin 34,
PI506955,Kuro Chouhin 4,
PI506956,Kuro Chouhin 5,
PI506957,Kuro Chouhin 6,
PI506958,Kuro Chouhin 7,
PI506959,Kuro Chouhin 8,
PI506960,Kuro Chouhin 9,
PI83942,Kuro churyu,
PI81034-1,Kuro Daizu,
PI417089A,Kuro daizu,
PI81041,Kuro Daizu,
PI200495,Kuro Daizu,
PI506986,Kuro daizu,
PI506987,Kuro daizu,
PI594212,Kuro daizu,
PI506989,Kuro daizu (Ishioka 45),
PI506990,Kuro Daizu (Okayama),
PI506988,Kuro daizu 2 (Tochigi),
PI417090,Kuro daizu shouryuu,
PI506991,Kuro Hitashimame,
PI417091,Kuro mame,
PI417092,Kuro mame,
PI506992,Kuro mame (Nagano),
PI417093,Kuro mame (Nagata),
PI506993,Kuro mame (Yamagata),
PI80469,Kuro Maru Daizu,
PI417094,Kuro masshokutou (Kou 205),
PI417095,Kuro sakigake,
PI64698,Kuro Sato Daizu,
PI506994,Kuro sengoku,
PI417096,Kuro shouryuu,
PI506995,Kuro tairyuu daizu,
PI417097,Kurobe Gin,
PI86134-1,Kurodaizu,
PI86038,Kurodaizu,
PI417098,Kurohira,
PI506996,Kurohira,
PI417099,Kurokawa date ao,
PI417100,Kurokawa seikyou,
PI86136,Kuromame,
PI417101,Kurome,
PI87575,Kuromepakuta,
PI87620-1,Kuromeshoryu,
PI87620,Kuromeshoryu,
PI89143,Kuromeshoryu,
PI417102A,Kurometa,
PI417103,Kurometa zaya,
PI171454,Kurosakigake,
PI196155,Kurosaya,
PI200496,Kurosaya,
PI229337,Kurosaya,
PI417104,Kurosaya,
PI438281,Kurosaya,
PI506997,Kurosaya,
PI506998,Kurosaya,
PI506999,Kurosaya (Ishioka),
PI417105,Kurosaya 7,
PI423886,Kurosengoku,
PI507000,Kurotome,
PI417106,Kurozatou mame,
PI81777,Kurozaya,
PI85012,Kurozaya Kin,
PI507001,Kurozaya Sanbongi,
PI88826,Kurugara,
PI561294,KVS 124,
PI84965,Kwainei,
PI82264,Kwan Jo,
PI406710,Kwang kyo,
PI597486,Kwangankong,
PI639683,KY98-2047,
PI639684,KY98-2932,
PI157447,Kyeong-du,
PI417107,Kyousaku shirazu,
PI157448,Kyui-za-an,
PI417108,Kyushirou,
PI417111,Kyushu 10,
PI417112,Kyushu 12,
PI417113,Kyushu 14,
PI417114,Kyushu 15,
PI417115,Kyushu 16,
PI417116,Kyushu 19,
PI417117,Kyushu 21,
PI417118,Kyushu 23,
PI417119,Kyushu 24,
PI417120,Kyushu 25,
PI417121,Kyushu 26,
PI417122,Kyushu 28,
PI417123,Kyushu 29,
PI417124,Kyushu 30,
PI417125,Kyushu 31,
PI417126,Kyushu 32,
PI417127,Kyushu 34,
PI417128,Kyushu 37,
PI417129A,Kyushu 40,
PI417130,Kyushu 47,
PI417131,Kyushu 53,
PI417132,Kyushu 56,
PI417109,Kyushu 7,
PI423935,Kyushu 77,
PI417110,Kyushu 8,
PI423936,Kyushu 87,
PI423937,Kyushu 90,
PI507013,Kyuushu mejirou 57,
PI507002,Kyuushuu 13,
PI507003,Kyuushuu 18,
PI507004,Kyuushuu 33,
PI507005,Kyuushuu 35,
PI507006,Kyuushuu 38,
PI507007,Kyuushuu 39,
PI507008,Kyuushuu 41,
PI507009,Kyuushuu 43,
PI507010,Kyuushuu 45,
PI507011,Kyuushuu 50,
PI507012,Kyuushuu 51,
PI507014,Kyuushuu 58,
PI639612A,KZ 530,
PI639612B,KZ 530,
PI639622,KZ 552,
PI639598,KZ 604,
PI639626,KZ 621,
PI639595,KZ 641,
PI639608,KZ 650,
PI639585,KZ 653,
PI639590A,KZ 659,
PI639624,KZ 671,
PI442026,Kz-237,
PI578357,KZ-6352/91,
PI578356,KZ-671/912,
PI442027,Kz-761,
PI578336,L 18,
PI578337,L 33,
PI578338A,L 416,
PI578339A,L 421,
PI522206,L 446,
PI578346A,L 515,
PI578340A,L 518,
PI578341,L 521,
PI578342A,L 525,
PI578343,L 534,
PI578344A,L 535,
PI578345,L 546,
PI507847,L 598,
PI464866A,L 79-0009,
PI464867,L 79-0304,
PI464868A,L 79-0402,
PI464869A,L 79-1809,
PI464870,L 79-3313,
PI464871A,L 79-5801,
PI374194,L-1,
PI437344A,L-1088,
PI374196,L-3,
PI483083,L-B,
PI520732,L-B,
PI635051,L-Star,
PI520733,L-W,
PI639581,L. 115/2,
PI639582A,L. 171/3,
PI639582B,L. 171/3,
PI639583,L. 185/2,
PI639584,L. 192/4,
PI639580A,L. 61/4,
PI639580B,L. 61/4,
PI361085A,L.117,
PI361083,L.16,
PI361084,L.17,
PI561404,L1-5,
PI556768,L1771,
PI561407,L1L3-4-4,
PI561405,L2-3,
PI556769,L2230,
PI540451,L2333,
PI561408,L2L3-2-4,
PI597412,L3-1,
PI597413,L3-2,
PI561406,L3-5,
PI417502,L356,
PI556621,L4104,
PI556691,L4106,
PI556693,L4204,
PI556692,L4207,
PI556622,L4303,
PI556613,L4404,
PI556695,L4503,
PI556694,L4504,
PI547402,L58-231,
PI547676,L58-266,
PI547677,L59-731,
PI547403,L60-246,
PI547678,L61-4094,
PI547404,L61-4180,
PI547405,L61-4222,
PI547679,L61-5047,
PI547406,L61-5448,
PI547407,L62-1027,
PI547408,L62-1058,
PI547409,L62-1251,
PI547410,L62-1377,
PI547411,L62-1383,
PI547412,L62-1385,
PI547451,L62-1568,
PI547413,L62-1579,
PI547414,L62-1615,
PI547415,L62-1686,
PI547680,L62-17,
PI547416,L62-1932,
PI547681,L62-364,
PI547714,L62-542,
PI547715,L62-558,
PI547682,L62-561,
PI547716,L62-667,
PI547683,L62-801,
PI547763,L62-812,
PI547684,L62-880,
PI547764,L62-904,
PI547685,L62-906,
PI547686,L62-956,
PI547687,L62-973,
PI547688,L63-1016,
PI547765,L63-1069,
PI547689,L63-1097,
PI547690,L63-1212,
PI547717,L63-1397,
PI547795,L63-16,
PI547718,L63-1612,
PI547417,L63-1677,
PI547418,L63-1792,
PI547419,L63-1889,
PI547452,L63-2346,
PI547420,L63-2373,
PI547453,L63-2404,
PI547421,L63-2435,
PI547588,L63-2441,
PI547422,L63-2999,
PI547454,L63-3016,
PI547455,L63-3022,
PI547423,L63-3117,
PI547589,L63-3270,
PI547424,L63-3297,
PI547796,L63-42,
PI591543,L64-1061,
PI591542,L64-1067,
PI547719,L64-1069,
PI547458,L64-1074,
PI547459,L64-1081,
PI547460,L64-1083,
PI547461,L64-1316,
PI547425,L64-1344,
PI547462,L64-1731,
PI547766,L64-2139,
PI547463,L64-2191,
PI547464,L64-2244,
PI547465,L64-2281,
PI547691,L64-2489,
PI591545,L64-2511,
PI547426,L64-2545,
PI547427,L64-2584,
PI547466,L64-2709,
PI547797,L64-2721,
PI547456,L64-314,
PI547457,L64-326,
PI547767,L64-4103,
PI547768,L64-4584,
PI547769,L64-4830,
PI547771,L65-1053,
PI547725,L65-1058,
PI547592,L65-1068,
PI547593,L65-1077,
PI547430,L65-1255,
PI547695,L65-1274,
PI547473,L65-1914,
PI547723,L65-237,
PI547720,L65-25,
PI547431,L65-3366,
PI547721,L65-34,
PI547692,L65-372,
PI547798,L65-4059,
PI547467,L65-44,
PI547724,L65-461,
PI547468,L65-52,
PI547693,L65-540,
PI547770,L65-556,
PI547722,L65-60,
PI547470,L65-600,
PI547590,L65-601,
PI547471,L65-701,
PI547694,L65-756,
PI547428,L65-763,
PI547472,L65-774,
PI547429,L65-778,
PI547591,L65-792,
PI547469,L65-90,
PI547474,L66-14,
PI547475,L66-17,
PI547476,L66-180,
PI547477,L66-183,
PI547478,L66-228,
PI547728,L66-2470,
PI547479,L66-260,
PI547432,L66-432,
PI547433,L66-531,
PI547434,L66-546,
PI547696,L66-704,
PI547697,L66-707,
PI547726,L66-713,
PI547727,L66-721,
PI547698,L66-731,
PI547799,L66-892,
PI547800,L66-949,
PI547484,L67-1189,
PI547734,L67-1250,
PI547436,L67-1474,
PI547729,L67-153,
PI547730,L67-166,
PI547735,L67-1687,
PI547736,L67-1695,
PI547485,L67-1749,
PI547731,L67-225,
PI547700,L67-226,
PI547702,L67-2324,
PI547732,L67-234,
PI547733,L67-271,
PI547737,L67-3099,
PI547738,L67-3101,
PI547739,L67-3104,
PI547486,L67-3124,
PI547487,L67-3127,
PI547488,L67-3207,
PI547489,L67-3224,
PI547437,L67-3232,
PI547490,L67-3243,
PI547703,L67-3256,
PI547740,L67-3298,
PI547704,L67-3388,
PI547741,L67-3396,
PI547438,L67-3469,
PI547491,L67-3472,
PI547439,L67-3479,
PI547492,L67-3480,
PI547493,L67-3483,
PI547494,L67-3484,
PI547801,L67-3521,
PI547802,L67-3542,
PI547803,L67-3586,
PI547495,L67-3770,
PI547699,L67-38,
PI547435,L67-483,
PI547480,L67-495,
PI547481,L67-497,
PI547482,L67-509,
PI547483,L67-592,
PI547772,L67-949,
PI547701,L67-971,
PI547440,L68-1013,
PI547496,L68-1017,
PI547497,L68-1306,
PI547441,L68-1562,
PI547498,L68-1774,
PI547499,L68-1864,
PI547500,L68-1874,
PI547501,L68-2040,
PI547502,L68-2045,
PI547503,L68-2056,
PI547504,L68-2061,
PI547505,L68-2063,
PI547506,L68-2073,
PI547507,L68-2077,
PI547508,L68-2082,
PI547509,L68-2085,
PI547510,L68-2093,
PI547511,L68-2105,
PI547512,L68-2106,
PI547513,L68-2130,
PI547594,L68-236,
PI547595,L68-237,
PI547804,L68-4064,
PI547805,L68-4172,
PI547806,L68-4216,
PI547807,L68-4242,
PI547808,L68-4291,
PI547705,L68-560,
PI547706,L68-582,
PI547707,L68-694,
PI547708,L68-758,
PI547809,L69-4124,
PI547810,L69-4180,
PI547709,L69-4265,
PI547710,L69-4266,
PI547711,L69-4267,
PI547712,L69-4318,
PI547773,L69-4428,
PI547442,L69-4544,
PI547514,L69-4607,
PI547443,L69-4659,
PI547444,L69-4662,
PI547445,L69-4663,
PI547515,L69-4667,
PI547446,L69-4755,
PI547516,L69-4775,
PI547517,L69-4776,
PI547518,L69-4814,
PI547447,L69-5338,
PI547448,L69-5343,
PI547519,L69-5366,
PI547742,L69-6095,
PI547713,L70-4001,
PI547743,L70-4037,
PI547449,L70-4049,
PI547744,L70-4112,
PI547745,L70-4136,
PI547520,L70-4170,
PI547596,L70-4186,
PI547521,L70-4190,
PI547450,L70-4204,
PI547522,L70-4313,
PI547523,L70-4404,
PI547597,L70-4413,
PI547524,L70-4422,
PI547525,L70-4478,
PI547526,L70-4497,
PI547527,L70-4543,
PI547528,L70-4558,
PI547529,L70-4566,
PI547530,L70-4611,
PI547531,L70-4629,
PI547598,L70-9283,
PI547748,L71-1106,
PI547749,L71-1116,
PI547534,L71-1284,
